Agency,Agency Type,Distribution Channel,Product Name,Gender,Duration,Destination,Net Sales,Commision (in value),Age
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,18,PHILIPPINES,16.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,15,"KOREA, REPUBLIC OF",10.0,0.0,35
SSI,Airlines,Online,Ticket Protector,Prefer not say,38,SINGAPORE,6.56,1.84,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,67,MALAYSIA,10.0,0.0,37
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,13,MALAYSIA,20.0,0.0,39
C2B,Airlines,Online,Silver Plan,F,2,SINGAPORE,37.0,9.25,46
RAB,Airlines,Online,Value Plan,F,31,BRUNEI DARUSSALAM,15.0,6.0,31
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,32,ITALY,69.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,14,VIET NAM,20.0,0.0,24
C2B,Airlines,Online,Bronze Plan,F,27,SINGAPORE,13.5,3.38,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,23,THAILAND,32.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,20,THAILAND,41.0,0.0,54
C2B,Airlines,Online,Silver Plan,M,13,SINGAPORE,19.5,4.88,34
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,83,FRANCE,80.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,SPAIN,22.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,21,CANADA,0.0,5.94,42
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,41,"KOREA, REPUBLIC OF",47.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,91,SINGAPORE,32.0,8.0,23
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,24,THAILAND,41.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,"KOREA, REPUBLIC OF",42.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,HONG KONG,51.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,24,THAILAND,12.0,0.0,52
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,22,INDIA,21.0,0.0,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,29,INDONESIA,21.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,6,SINGAPORE,13.5,3.38,26
JZI,Airlines,Online,Basic Plan,M,9,CAMBODIA,22.0,7.7,42
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,9,INDONESIA,36.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,7,SINGAPORE,20.0,5.0,30
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,13,CAMBODIA,21.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,8,SINGAPORE,17.0,4.25,33
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,61,HONG KONG,16.0,0.0,36
SSI,Airlines,Online,Ticket Protector,Prefer not say,8,SINGAPORE,9.12,2.56,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,107,GERMANY,64.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,41,ITALY,39.6,23.76,40
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,41,MALAYSIA,29.7,17.82,39
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,19,INDONESIA,13.0,0.0,25
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,PHILIPPINES,34.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,19,SINGAPORE,29.5,7.38,45
JZI,Airlines,Online,Basic Plan,M,81,HONG KONG,26.0,9.1,35
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,18,MALAYSIA,29.7,17.82,41
JZI,Airlines,Online,Basic Plan,M,31,PHILIPPINES,22.0,7.7,46
JZI,Airlines,Online,Basic Plan,F,26,JAPAN,35.0,12.25,44
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,59,NORWAY,29.7,17.82,41
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,7,QATAR,33.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,39,MALAYSIA,20.0,0.0,36
C2B,Airlines,Online,Silver Plan,F,49,SINGAPORE,63.5,15.88,27
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,SINGAPORE,10.0,0.0,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,50,MYANMAR,20.0,0.0,26
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,12,THAILAND,16.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,16,THAILAND,39.6,23.76,31
ART,Airlines,Online,24 Protect,M,1,JAPAN,18.34,6.42,48
C2B,Airlines,Online,Bronze Plan,M,12,SINGAPORE,34.5,8.63,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,68,VIET NAM,29.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,16,MALAYSIA,29.7,17.82,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,106,UNITED KINGDOM,85.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,28,AUSTRALIA,68.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,81,NETHERLANDS,78.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,68,HONG KONG,20.0,0.0,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,26,SINGAPORE,37.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,35,MALAYSIA,-20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,9,CHINA,74.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,16,AUSTRALIA,0.0,23.76,47
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,59,MALAYSIA,10.0,0.0,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,8,MALAYSIA,9.9,5.94,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,8,THAILAND,0.0,0.0,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,84,CHINA,37.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,8,MACAO,32.0,0.0,50
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,56,UNITED STATES,19.8,11.88,33
JZI,Airlines,Online,Basic Plan,M,1,MALAYSIA,-18.0,6.3,47
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,38,CHINA,49.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,22,SPAIN,39.6,23.76,37
JZI,Airlines,Online,Basic Plan,M,9,THAILAND,22.0,7.7,43
JZI,Airlines,Online,Basic Plan,M,5,HONG KONG,26.0,9.1,45
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,92,UNITED STATES,10.0,0.0,30
JZI,Airlines,Online,Basic Plan,M,88,NETHERLANDS,61.0,21.35,40
RAB,Airlines,Online,Value Plan,F,3,BRUNEI DARUSSALAM,15.0,6.0,47
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,39,CHINA,43.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,51,"KOREA, REPUBLIC OF",19.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,36,CHINA,21.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,7,SAUDI ARABIA,45.0,0.0,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,33,CHINA,10.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,70,UNITED KINGDOM,49.0,17.15,26
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,3,NEW ZEALAND,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,34,SINGAPORE,40.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,14,THAILAND,29.0,0.0,42
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,95,UNITED STATES,10.0,0.0,33
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,36,THAILAND,23.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,9,"TAIWAN, PROVINCE OF CHINA",43.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,23,SINGAPORE,31.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,11,INDIA,20.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,5,SINGAPORE,20.25,5.06,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,7,MALAYSIA,39.6,23.76,39
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,9,PORTUGAL,80.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,7,SAUDI ARABIA,26.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,9,AUSTRALIA,58.0,0.0,36
JZI,Airlines,Online,Value Plan,F,9,HONG KONG,45.0,15.75,46
JZI,Airlines,Online,Basic Plan,M,6,AUSTRALIA,26.0,9.1,38
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,20,"KOREA, REPUBLIC OF",29.7,17.82,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,99,CROATIA,39.6,23.76,24
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,10,AUSTRALIA,54.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,6,CHINA,26.0,9.1,44
JZI,Airlines,Online,Basic Plan,F,14,MYANMAR,18.0,6.3,33
C2B,Airlines,Online,Bronze Plan,M,27,SINGAPORE,56.5,14.13,25
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,15,FRANCE,19.8,11.88,39
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,3,MALAYSIA,20.0,0.0,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,16,PHILIPPINES,25.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,3,VIET NAM,15.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,31,PHILIPPINES,17.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,29,MALAYSIA,29.7,17.82,33
JZI,Airlines,Online,Basic Plan,M,4,THAILAND,18.0,6.3,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,45,THAILAND,20.0,0.0,32
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,19,INDONESIA,24.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,64,PERU,56.0,0.0,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,CHINA,45.0,0.0,35
C2B,Airlines,Online,Silver Plan,F,2,SINGAPORE,15.0,3.75,40
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,48,VIET NAM,42.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,7,CHINA,25.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,8,THAILAND,27.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,12,SINGAPORE,80.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,42,CHINA,26.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,35,INDONESIA,21.0,0.0,39
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,30,PHILIPPINES,36.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,26,AUSTRALIA,10.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,5,MALAYSIA,19.8,11.88,42
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,44,"TAIWAN, PROVINCE OF CHINA",11.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,31,BELGIUM,10.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,55,SINGAPORE,24.0,0.0,35
JZI,Airlines,Online,Basic Plan,M,3,CHINA,22.0,7.7,34
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,57,PHILIPPINES,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,40,THAILAND,10.0,0.0,23
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,105,SWITZERLAND,62.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,25,SINGAPORE,40.5,10.13,49
JZI,Airlines,Online,Basic Plan,F,25,AUSTRALIA,26.0,9.1,47
C2B,Airlines,Online,Silver Plan,M,8,SINGAPORE,30.0,7.5,32
C2B,Airlines,Online,Silver Plan,F,7,SINGAPORE,46.8,11.7,33
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,THAILAND,24.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,28,SINGAPORE,57.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,57,CHINA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,78,GERMANY,71.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,67,"TAIWAN, PROVINCE OF CHINA",26.0,9.1,39
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,2,PHILIPPINES,12.0,0.0,34
JZI,Airlines,Online,Basic Plan,F,5,JAPAN,26.0,9.1,35
JZI,Airlines,Online,Basic Plan,F,58,VIET NAM,22.0,7.7,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,52,UNITED STATES,19.8,11.88,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,97,NEPAL,40.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,55,INDONESIA,37.0,12.95,34
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,13,MALAYSIA,10.0,0.0,47
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,39,NETHERLANDS,28.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,47,JAPAN,49.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,14,GERMANY,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,28,"TAIWAN, PROVINCE OF CHINA",20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,9,HONG KONG,10.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,101,CHINA,24.0,0.0,29
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,6,MYANMAR,10.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,12,"KOREA, REPUBLIC OF",22.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,3,MALAYSIA,20.0,0.0,26
C2B,Airlines,Online,Bronze Plan,M,13,SINGAPORE,23.5,5.88,23
CBH,Travel Agency,Offline,Comprehensive Plan,F,106,MALAYSIA,29.0,9.57,37
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,22,NEW ZEALAND,45.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,8,SINGAPORE,21.0,5.25,54
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,36,THAILAND,15.0,0.0,31
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,7,MALAYSIA,29.7,17.82,49
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,106,JAPAN,29.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,30,SAUDI ARABIA,37.0,0.0,48
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,35,CHINA,36.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,7,PHILIPPINES,18.0,6.3,43
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,12,SINGAPORE,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,21,GERMANY,78.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,33,THAILAND,28.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,HONG KONG,92.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,10,THAILAND,22.0,7.7,54
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,30,JAPAN,36.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,5,AUSTRIA,39.6,23.76,31
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,28,CHINA,34.0,0.0,36
RAB,Airlines,Online,Value Plan,M,7,BRUNEI DARUSSALAM,15.0,6.0,49
C2B,Airlines,Online,Silver Plan,M,3,SINGAPORE,18.5,4.63,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,30,RUSSIAN FEDERATION,80.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,2,INDONESIA,18.0,6.3,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,11,MALAYSIA,22.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,23,VIET NAM,12.0,0.0,36
SSI,Airlines,Online,Ticket Protector,Prefer not say,24,SINGAPORE,6.56,1.84,48
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,16,MYANMAR,20.0,0.0,36
KML,Travel Agency,Online,Value Plan,M,11,INDONESIA,28.0,10.64,48
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,56,INDIA,10.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,8,UNITED STATES,39.6,23.76,40
C2B,Airlines,Online,Bronze Plan,M,72,SINGAPORE,69.5,17.38,30
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,8,JAPAN,52.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,MALAYSIA,10.0,0.0,32
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,65,UNITED KINGDOM,80.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,45,PHILIPPINES,34.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,4,SINGAPORE,55.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,5,"KOREA, REPUBLIC OF",29.7,17.82,46
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,1,SINGAPORE,26.0,0.0,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,16,INDONESIA,47.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,20,VIET NAM,24.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,20,SINGAPORE,16.0,4.0,32
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,31,PHILIPPINES,44.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,86,MALAYSIA,39.6,23.76,43
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,17,PHILIPPINES,24.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,65,INDIA,10.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,41,HONG KONG,0.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,52,NEPAL,27.0,0.0,36
C2B,Airlines,Online,Bronze Plan,M,6,SINGAPORE,16.0,4.0,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,37,THAILAND,23.0,0.0,24
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,20,BANGLADESH,11.0,0.0,36
JZI,Airlines,Online,Value Plan,F,24,CHINA,58.0,20.3,33
JZI,Airlines,Online,Basic Plan,F,9,CHINA,35.0,12.25,47
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,15,AUSTRALIA,10.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,3,SINGAPORE,13.5,3.38,25
C2B,Airlines,Online,Bronze Plan,M,6,SINGAPORE,21.0,5.25,28
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,16,MALAYSIA,13.0,0.0,36
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,20,UNITED STATES,39.6,23.76,41
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,80,UNITED KINGDOM,83.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,11,CAMBODIA,18.0,0.0,35
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,12,INDONESIA,14.0,0.0,26
JZI,Airlines,Online,Basic Plan,M,17,THAILAND,18.0,6.3,53
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,97,JAPAN,42.0,0.0,36
RAB,Airlines,Online,Value Plan,Prefer not say,4,BRUNEI DARUSSALAM,15.0,6.0,46
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,4,MALAYSIA,28.0,0.0,36
C2B,Airlines,Online,Silver Plan,M,5,SINGAPORE,22.5,5.63,49
C2B,Airlines,Online,Bronze Plan,F,42,SINGAPORE,61.1,15.28,29
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,58,INDIA,45.0,0.0,27
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,21,AUSTRALIA,67.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,16,UNITED ARAB EMIRATES,33.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,47,CHINA,12.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,79,SINGAPORE,10.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,7,"KOREA, REPUBLIC OF",48.0,0.0,36
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,1,PHILIPPINES,20.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,13,"TAIWAN, PROVINCE OF CHINA",42.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,49,VIET NAM,19.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,18,"KOREA, REPUBLIC OF",37.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,12,VIET NAM,20.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,7,SINGAPORE,16.0,4.0,24
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,6,THAILAND,20.0,0.0,26
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,37,UNITED STATES,0.0,0.0,44
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,12,MALAYSIA,10.0,0.0,54
RAB,Airlines,Online,Value Plan,Prefer not say,43,BRUNEI DARUSSALAM,15.0,6.0,46
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,26,SRI LANKA,31.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,17,"TAIWAN, PROVINCE OF CHINA",27.0,0.0,36
C2B,Airlines,Online,Bronze Plan,F,4,SINGAPORE,16.0,4.0,41
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,65,IRELAND,19.8,11.88,46
C2B,Airlines,Online,Bronze Plan,F,25,SINGAPORE,72.0,18.0,26
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,19,MALAYSIA,15.0,0.0,25
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,43,INDIA,16.0,0.0,35
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,41,SINGAPORE,29.0,0.0,47
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,SINGAPORE,28.0,0.0,36
LWC,Travel Agency,Online,Single Trip Travel Protect Gold,F,5,CHINA,29.0,18.85,38
JZI,Airlines,Online,Basic Plan,M,15,INDIA,35.0,12.25,53
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,19,MALAYSIA,19.0,0.0,33
JZI,Airlines,Online,Basic Plan,M,21,HONG KONG,26.0,9.1,49
JZI,Airlines,Online,Basic Plan,F,61,"KOREA, REPUBLIC OF",40.0,14.0,37
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,4,MALAYSIA,10.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,36,UNITED STATES,80.0,0.0,42
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,10,"KOREA, REPUBLIC OF",25.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,INDIA,16.0,0.0,36
JZI,Airlines,Online,Basic Plan,F,19,THAILAND,22.0,7.7,47
JZI,Airlines,Online,Basic Plan,F,12,INDONESIA,18.0,6.3,28
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,106,PHILIPPINES,51.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,49,THAILAND,12.0,0.0,35
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,2,PHILIPPINES,23.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,5,THAILAND,31.0,0.0,46
C2B,Airlines,Online,Silver Plan,M,17,SINGAPORE,35.5,8.88,54
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,5,MALAYSIA,12.0,0.0,52
C2B,Airlines,Online,Bronze Plan,M,14,SINGAPORE,33.5,8.38,28
JZI,Airlines,Online,Basic Plan,M,34,CHINA,22.0,7.7,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,26,THAILAND,20.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,41,PHILIPPINES,34.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,3,SINGAPORE,25.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,64,JAPAN,83.0,0.0,36
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,105,SINGAPORE,13.0,0.0,42
EPX,Travel Agency,Online,1 way Comprehensive Plan,Prefer not say,1,INDONESIA,38.0,0.0,36
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,34,SINGAPORE,20.0,0.0,36
JZI,Airlines,Online,Basic Plan,M,21,PHILIPPINES,22.0,7.7,30
EPX,Travel Agency,Online,Cancellation Plan,Prefer not say,83,THAILAND,15.0,0.0,54
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,6,THAILAND,39.6,23.76,43
CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,Prefer not say,44,AUSTRALIA,29.7,17.82,31
EPX,Travel Agency,Online,2 way Comprehensive Plan,Prefer not say,28,PHILIPPINES,20.0,0.0,35
